"","Overall"
"d_v_.7",0
"d_v_.8",0
"d_v_.9",0
"d_v_.10",0
"d_v_.11",0
"d_v_.12",0
"d_v_.13",0
"d_v_.14",0
"d_v_.15",0
"d_v_.16",0
"d_v_.17",0
"d_v_.18",0
"d_v_.19",0
"d_v_.20",0
"d_v_.21",0
"d_v_.22",0
"n_v_.1",0
"n_v_.2",0
"n_v_.3",0
"n_v_.6",0
"n_v_.7",0
"n_v_.8",0
"n_v_.9",0
"n_v_.10",0
"n_v_.11",0
"n_v_.13",0
"n_v_.14",0
"n_v_.18",0
"n_v_.20",0
"n_v_.22",0
"p_v_.1",0
"p_v_.3",0
"p_v_.7",0
"p_v_.13",0
"p_v_.15",0
"p_v_.18",0
"p_v_.19",0
"p_v_.22",0
"s_v_min",0
"s_t_min",0
"s_pr_min",0
"s_prt_min",0
"s_v_max",0
"s_t_mean",0
"s_t_median",0
"s_t_sd",0
"V2",0
"V4",0
"V10",0
"V18",0
"V21",0
"V23",0
"V30",0
"V33",0
"V36",0
"V66",0
"V67",0
"V68",0
"V72",0
"V81",0
"V82",0
"V87",0
"V96",0
"V99",0
"V103",0
"V105",0
"V107",0
"V110",0
"V115",0
"V118",0
"V119",0
"V123",0
"V129",0
"V137",0
"V141",0
"V156",0
"V164",0
"V167",0
"V168",0
"V169",0
"V170",0
"V174",0
"V177",0
"V191",0
"V192",0
"V193",0
"V195",0
"V198",0
"V205",0
"V210",0
"V211",0
"V218",0
"V220",0
"V221",0
"V232",0
"V237",0
"V240",0
"V241",0
"V247",0
"V260",0
"V268",0
"V269",0
"V270",0
"V271",0
"V274",0
"V276",0
"V284",0
"V289",0
"V298",0
