CUS_ID,s_v_min,s_t_min,s_pr_min,s_prt_min,s_v_max,s_t_max,s_pr_max,s_prt_max,s_v_mean,s_t_mean,s_pr_mean,s_prt_mean,s_v_median,s_t_median,s_pr_median,s_prt_median,s_v_sd,s_t_sd,s_pr_sd,s_prt_sd
1470,1,0,1,0,91,15002,470,223,14.80726257,1208.9776536,65.662011173,17.718852674,11,492,36,11.853353353,14.986240292,1924.9746143,83.177211235,22.160784654
1471,1,0,1,0,44,7714,466,127.46153846,10.824915825,1487.0808081,95.414141414,15.924392195,9,954,74,14.5,7.3025577764,1605.1642103,94.680901864,12.168022641
1472,1,0,1,0,64,14461,625,83,13.789644013,1567.8576052,103.6407767,14.407322215,11,947,73,12.086021505,11.315620576,1953.2183695,109.38848805,10.485053016
1473,1,0,1,0,36,4742,363,213,5.0666666667,474.00246914,22.182716049,21.236787943,4,205,13,13.769230769,4.456389339,685.3953311,29.565185533,23.232205345
1474,1,0,1,0,54,22447,396,586,7.9045346062,1150.2673031,31.632458234,38.868487195,5,499,17,27.6875,8.1988126962,1923.0406135,46.01995091,50.707713562
1475,1,0,3,0,24,2963,136,65.642857143,5.2695035461,564.10638298,29.205673759,18.9843651,4,405,23,15.25,3.2290631826,562.18275755,22.351579596,12.077188271
1476,1,0,1,0,88,21036,523,600,11.802973978,2114.0557621,63.05204461,55.801260816,8,1198,31,32.386363636,13.105848874,2900.8057863,88.102536755,83.883589919
1477,1,0,1,0,22,5688,534,300.5,4.2951289398,589.05730659,38.722063037,21.335184263,3,142,11,10,3.5325260894,898.3721179,63.875238491,41.567711726
1478,1,0,1,0,75,23593,770,117.88235294,26.925925926,4948.7654321,132.33950617,38.229166176,23,3552.5,90,37.261940022,18.863865209,4870.0695463,126.61533488,20.580045119
1479,1,0,1,0,73,15491,612,100.57142857,17.597560976,2709.6036585,119.82926829,22.019386663,14.5,1489.5,77,21.087130542,14.23842529,3033.9280045,124.82053914,12.416091132
1480,3,17,11,1.5454545455,120,24407,824,45.12,65.559139785,8766.7795699,426.57526882,20.558943941,72.5,8824,451,19.860344828,28.879044068,4809.7308257,207.87022259,6.2805449299
1481,1,0,1,0,65,38547,1285,599.5,9.5380116959,1687.1111111,65.833333333,23.894595977,5,444,19,18.723958333,10.664024792,3660.9953704,121.93606204,36.398270591
1482,1,0,1,0,151,41402,1268,300.5,17.05,2226.1708333,57.966666667,36.035420724,12,1117,33,32.67510737,17.120469043,3706.8942046,98.081337037,28.22125297
1483,1,0,1,0,58,23504,661,184.2,6.5087108014,1670.0592334,51.923344948,29.240397376,4,448,26,19.428571429,6.8018221086,2939.202544,79.726111436,30.767478371
1484,1,0,2,0,112,16671,773,98,35.079754601,4019.4478528,200.76687117,20.445558819,30,3371,168,18.649006623,24.346262825,3270.7847723,152.39943337,10.272009825
1485,1,0,1,0,101,18693,495,420,24.35443038,3294.8945148,117.43881857,27.826835142,19,2346,92,25.773333333,20.529250303,3180.7341456,102.22545627,28.997190309
1486,1,1,1,0.44444444444,105,10199,450,135,19.503311258,2017.1456954,86.437086093,25.071480979,15,1247,62,22.711711712,17.434782925,2043.767307,87.218620043,18.407027267
1487,1,0,1,0,59,5088,236,565,9.5145348837,452.47965116,33.99127907,13.476990439,8,121.5,20,7.5962732919,8.4649728173,749.96543722,39.23365656,33.187964597
1488,1,0,1,0,38,9732,295,316,8.4,1394.7073171,34.502439024,42.79503573,6,709,20,35.695652174,7.7854817121,1701.4769974,43.328501736,34.402830377
1489,1,0,1,0,128,37705,793,402.75,28.117647059,4590.9864253,153.85972851,35.680977101,21,2811,116,27.706666667,24.863896899,5712.2000231,146.68572856,38.853681201
1490,1,0,1,0,36,7151,839,143.25,7.4803921569,875.48529412,46.602941176,21.411438857,6,405,23,17.028361345,5.351175723,1263.85838,82.123865304,19.319825386
1491,1,0,1,0,103,25034,817,189.5,20.349315068,3207.5,145.7283105,23.890049044,17,1910,113,19.341641497,16.701413004,3648.1286735,138.0388022,22.831802463
1492,1,0,1,0,38,9905,340,359,3.4123539232,530.99165275,19.796327212,27.70765449,2,158,9,19.222222222,4.3843650042,1155.2277244,30.067959589,26.167121266
1493,1,0,1,0,22,7293,613,328,5.3303571429,663.39583333,38.87797619,14.629706825,4,153,15,8.4952830189,4.5319200758,1127.6749589,59.401190928,23.423627772
1494,1,0,1,0,35,13388,279,239.07142857,2.7133550489,285.41693811,12.127035831,17.926533923,2,60,5,8.6875,3.2250932217,913.58539643,24.016745629,29.603562995
1495,1,0,1,0,54,5360,150,463,4.8429752066,468.40495868,12.132231405,34.715198406,3,143.5,5,20.25,5.9889362233,794.03925693,18.697612135,49.914528849
1496,2,1,3,0.071428571429,75,15470,603,90.5,25.346590909,3241.7386364,146.89772727,21.584666377,21,2491,113.5,20.939659755,17.904166786,3002.9306143,127.1880084,10.534779445
1497,1,0,1,0,112,15880,744,133.42857143,16.778409091,2337.1420455,87.295454545,24.828268428,10,938.5,37,21.462121212,18.744348932,3300.8576266,118.03720083,19.477799293
1498,1,0,1,0,82,9427,594,299,13.080082136,1318.3326489,60.899383984,23.658809309,8,695,31,19.235294118,13.63983189,1606.0025625,78.458267456,23.592688755
1499,1,0,1,0,98,12075,603,236.25,11.512295082,1330.5983607,59.56147541,22.691698019,8,656.5,33,18.987684729,11.241234434,1863.0366753,76.323747865,20.627785876
1500,1,0,1,0,34,7614,443,449.5,4.5405405405,642.12162162,37.087837838,17.903844375,3,210.5,17,10.69375,4.7714832879,1060.424834,51.773831682,39.889124651
1501,1,0,1,0,54,20602,271,406.63636364,9.4378378378,1441.5405405,29.040540541,51.634308795,7,711.5,17,34.920772947,7.7226780866,2001.5250729,34.0336352,53.074817661
1502,1,1,1,0.33333333333,16,18036,115,600,3.4357142857,1285.5,14.035714286,104.85938684,3,659,9,61.975935829,2.5479875379,2310.1231039,16.333489767,122.11569446
1503,1,0,1,0,25,8534,168,132.75,5.0074257426,310.14851485,13.631188119,17.601424681,3,100.5,7,12.917207792,4.4923363811,674.44116944,17.941595835,18.072353084
1504,1,0,1,0,70,15239,737,271,8.1094736842,1009.6652632,40.221052632,24.775143791,5,284,13,17.052631579,9.3369086772,1665.2387975,71.13646168,30.610878525
1505,1,0,1,0,101,62762,926,185.13864307,10.838440111,1752.9498607,58.504178273,29.868359938,6,551,24,23.388888889,13.23367863,4888.5557929,116.39728903,25.893450908
1506,1,0,1,0,36,21420,282,190.6,7.5977443609,2110.1691729,52.736842105,37.284159748,6,1277.5,39,33.40441989,5.9048936043,2757.236657,48.962657274,25.293813859
1507,1,0,1,0,53,6147,224,548,9.1785714286,1049.0059524,38.56547619,32.360004262,7.5,641.5,27,25.575169328,8.0009890321,1153.1501167,39.396440442,46.146247722
1508,1,0,1,0,45,9850,337,410,8.9452736318,1004.6791045,46.5,26.913573742,6,585.5,30,19.43115942,8.1382683368,1313.4350593,52.939632962,35.26947246
1509,1,0,1,0,59,12803,656,159.25,7.9063670412,1069.4044944,46.149812734,26.298003525,6,651,30,17.85,7.8636546574,1590.8058727,67.840370117,24.87589319
1510,1,0,1,0,33,9935,564,195,9.5555555556,2581.9722222,94.041666667,29.849331153,8,2265,81,27.431060606,6.6023706039,1802.3995038,69.277679329,18.041546812
1511,1,0,1,0,53,10914,644,558,6.1029962547,644.38576779,30.308988764,22.609944134,4,115.5,11,10.970588235,6.5837561213,1285.7319832,53.600740958,46.082201323
1512,1,0,2,0,42,13295,698,55.25,13.96,2696.736,153.832,17.683307821,12,1782,117,16.823529412,9.1320068105,2664.8889136,131.17771349,9.7031421481
1513,1,0,1,0,92,17486,656,145.33333333,10.889967638,1931.2588997,68.964401294,26.944981232,6,728,28,22.769230769,12.157550551,2792.494874,96.818691988,21.771221735
1514,1,0,1,0,63,4642,413,199.33333333,10.427835052,591.37113402,47.819587629,18.605459294,6,281.5,20,9.5028921173,12.870315626,798.30900064,71.546017134,25.242324399
1515,1,0,1,0,41,12225,433,114.55555556,9.7346938776,1528.4557823,58.537414966,24.94636537,7,1097,45,23.548387097,7.9754130143,1815.84937,61.738874779,17.843951562
1516,1,0,1,0,102,26302,833,195,18.205673759,2573.5319149,84.386524823,25.757571138,9,643,34.5,21.908333333,21.502467865,4083.8419878,122.67195599,23.883988536
1517,1,2,1,1,99,37395,892,274.25,21.903225806,4314.3306452,128.24193548,37.093730653,15,2607.5,74.5,34.007776944,22.076150305,5686.2655108,159.48343294,29.591208253
1518,1,0,1,0,60,7593,595,151.73913043,5.4599092284,474.90771558,26.996974281,12.707006246,3,62,9,5.9285714286,6.7579568809,984.58871691,52.38436029,17.90381631
1519,1,0,1,0,78,13953,686,599.33333333,14.502173913,1602.823913,74.260869565,24.124051612,11,908,45,19.434210526,12.714135155,1932.2520555,87.206272581,32.740486473
1520,1,4,1,1.3333333333,61,28350,326,600,13.716216216,2456.7297297,54.702702703,48.948526839,11,1648,39,36.966945289,10.180969209,3104.585623,50.456844083,59.071332447
1521,1,0,1,0,97,24766,431,393.03448276,12.887096774,1555.1728111,63.887096774,31.317935158,9.5,779,32.5,21.354166667,12.590317382,2324.2818206,81.376941593,42.696529834
1522,1,8,1,1.5,38,7827,222,75.958333333,9.4647887324,1516.5422535,56.704225352,26.773476361,7,1210.5,39,23.753590325,7.361642944,1508.1097634,52.477322185,14.992972009
1523,1,0,1,0,120,17594,566,145.66666667,27.955357143,3455.3348214,151.1875,22.25278546,23.5,2498.5,120.5,20.008529412,21.315224729,3572.3211305,128.79148729,16.927032314
1524,1,0,1,0,68,8104,668,468.3,11.791798107,1431.4353312,61.791798107,27.170838573,9,883,40,20.375,10.237721679,1526.3770872,71.546971795,36.247779301
1525,1,0,1,0,71,9518,390,329.5,10.267857143,1347.6071429,49.678571429,28.046018615,8,880,34.5,22.453508772,9.4369696719,1615.3357288,53.138042861,28.145526902
1526,2,38,2,3.9285714286,37,3020,174,126.76923077,5.2797202797,687.74825175,34.300699301,20.929358168,4,436,24,17.433333333,3.8990890854,695.52492557,32.024646091,16.623444764
1527,1,0,1,0,32,8132,466,240,4.2788104089,575.55762082,22.479553903,26.610256712,3,159,7,15,4.6126404923,1086.9797406,43.550928223,35.767595914
1528,1,0,1,0,68,7706,628,142.5,7.8862876254,714.02675585,54.628762542,16.974530028,5,265,19,8.7666666667,8.7481798259,1166.6036803,92.479415316,22.206841866
1529,1,2,1,1.1666666667,38,38816,193,527.1025641,7.6305418719,2442.4679803,39.615763547,68.260147516,6,1319,27,44.390243902,6.3054630723,3942.9004669,39.001017349,79.896214334
1530,1,0,1,0,99,15389,403,443,10.789808917,1610.9745223,44.611464968,38.024622312,6,630,23,27.869565217,12.76113483,2502.2619048,64.079242777,50.152058151
1531,1,0,1,0,23,8451,236,299.5,5.8051948052,850.09090909,37.435064935,23.95059627,4,518.5,22.5,16.024390244,4.6061594484,1139.1320877,42.934046597,33.404156665
1532,1,0,1,0,79,8298,563,135,11.581545064,1054.1587983,78.038626609,14.452675228,8,634.5,50.5,11.759615385,10.717827706,1244.2476297,86.350440096,12.373056649
1533,1,0,1,0,99,33016,685,542.7,26.564220183,7225.7247706,188.90366972,38.317928895,21,5522.5,157,32.593213185,19.899239376,6570.9994384,151.65591325,41.08140736
1534,1,0,1,0,54,7795,309,299.8125,6.9066666667,726.70666667,29.324444444,27.290764493,4,244,14,18.466666667,7.5654997002,1205.154463,46.721501797,36.87928129
1535,1,0,1,0,54,19113,441,502.16666667,10.800613497,1846.7822086,56.726993865,42.001592931,7,806,31.5,24.633333333,10.557103314,2555.4233234,68.895387865,63.800394777
1536,1,1,2,0.16666666667,42,10518,403,102.6,10.181102362,1156.992126,52.433070866,24.57750789,8,777,29,22.72972973,7.6328626626,1453.8032415,64.46305581,19.627903081
1537,1,0,1,0,25,8048,356,229,2.4424242424,465.54545455,13.187878788,30.875078275,1,60,3,19.5,2.8356431609,1017.8113142,35.063633422,35.114199755
1538,1,0,1,0,296,71614,2209,306.6,19.571428571,2857.1312741,162.05019305,20.093012057,10,98,88,4,30.14033254,8466.4995484,250.93641947,50.307040082
1539,1,0,1,0,50,11127,391,208.4,12.062015504,1914.4031008,65.511627907,32.989778503,11,1446,51,28.457800512,8.7818633576,1877.2595823,63.166955894,24.983648303
1540,1,0,1,0,40,6334,345,118,8.6526717557,852.32442748,41.973282443,20.433270529,7,542.5,29,17.902890696,6.6940223605,938.63041463,44.577145364,16.965668528
1541,1,0,1,0,34,8720,250,240,7.3458213256,847.07492795,30.659942363,28.26808727,5,446,18,23.75,5.8686246779,1158.4196057,37.215738528,24.136167297
1542,1,0,1,0,53,12152,431,100,9.9230769231,969.54590571,53.364764268,16.72272047,8,554,34,14.285714286,8.6318592142,1287.8509056,55.550241247,12.706172077
1543,1,2,1,0.7,80,24606,1456,68.666666667,29.309178744,4775.1835749,217.80676329,22.855945813,25,3239,159,21.405844156,20.127049442,4469.2762642,202.0362876,10.430621943
1544,1,2,1,0.73913043478,42,8539,322,298,6.4462365591,973.20430108,34.112903226,26.571929144,4,402,17,22.675,7.0281143392,1568.3626343,46.600233675,28.438642805
1545,1,0,1,0,61,14857,674,299.75,9.5984848485,1152.8939394,41.181818182,32.059303418,7,528,19,25.730967742,9.3609962538,1638.4502507,65.121364965,32.941137297
1546,1,0,1,0,29,5475,446,491,2.3566433566,136.10955711,7.3869463869,12.048862006,1,4,2,1.5,2.5879093276,421.58476008,25.093738603,37.679661208
1547,1,0,1,0,94,30666,944,212.57142857,27.857677903,5107.2434457,148.56928839,35.981435676,24,3443,110,29.378787879,21.300445807,5270.7112413,138.54962288,28.272600685
1548,1,0,2,0,86,27338,699,146.83146067,29.677419355,4166.4105572,184.40762463,21.342681874,27,2681,158,18.148514851,18.857087615,4489.482111,135.10007555,15.605864401
1549,1,0,1,0,32,17642,1023,507,8.2614840989,1113.2720848,47.399293286,27.679208852,7,447,27,14.909090909,6.3633063177,2125.7087346,80.434455935,46.903026522
1550,1,1,1,1,24,6146,119,403.2,5.3607594937,978.5443038,21.727848101,45.912917878,4,626,15,39.703661327,3.8725201301,1089.3678737,21.285636655,38.807110611
1551,1,0,1,0,76,16240,494,401,11.222222222,1926.7055556,59.933333333,33.515631713,8,923.5,31.5,28.903492647,10.974096242,2602.5798561,73.747008272,35.911801828
1552,1,0,1,0,55,10455,459,209.1,13.223809524,1724.8619048,62.914285714,31.945348351,9.5,1150.5,41.5,26.401859504,11.435795592,1795.5073932,69.304282169,25.444927105
1553,1,0,1,0,39,5646,413,585,5.4033898305,455.37627119,20.362711864,25.645870991,4,167,10,15.071428571,5.6685660913,734.93051463,37.206821746,47.609615269
1554,1,0,1,0,29,9215,265,94.583333333,6.4186046512,1228.2151163,30.569767442,35.272315385,5.5,802,23,33.409375,4.3054843749,1386.9803522,30.382181873,24.171187488
1555,1,0,1,0,119,12456,610,141.83333333,20.54028436,1978.1516588,115.16587678,17.250313391,14,1128,73,14.177018634,19.793506341,2273.4125421,116.50348849,16.714004591
1556,1,0,1,0,114,23996,843,330,14.953191489,1885.0361702,64.829787234,29.636626131,8,652,23,24.60147809,18.116124485,2911.9689836,99.940348765,32.240549709
1557,1,0,1,0,61,11157,987,330.55555556,12.355072464,1945.1413043,71.112318841,36.266010013,11,1063.5,40,27.79569378,8.4996690628,2271.5184713,121.54310149,41.752510888
1558,1,1,1,0.16666666667,50,10759,363,203.72727273,13.091324201,1444.6986301,54.684931507,28.278955072,10,785,37,22.926724138,10.759713665,1652.4202546,59.194255714,24.725212394
1559,1,7,1,2.3333333333,116,16449,559,90,25.733624454,3457.1703057,123.76419214,29.376484197,20,2732,89,28.125714286,22.065368505,3065.7464979,110.26625007,13.199431847
1560,1,6,1,2.2307692308,91,12201,341,600,19.393103448,2599.9172414,75.317241379,45.192197752,16,2099,60,33.892086331,16.392451071,2350.694884,71.098689573,57.655144793
1561,1,0,1,0,41,6617,305,287,6.5958549223,645.65803109,30.10880829,26.970539068,5,264,13,17.862068966,6.3617004589,1066.2029626,45.271559955,40.837604608
1562,1,0,1,0,86,25175,463,150.5,18.345,1900.595,88.075,20.929518253,12.5,937,52.5,15.155555556,18.083446302,3069.8495095,99.023977478,23.824422711
1563,1,0,1,0,181,31647,953,113.66666667,45.483754513,6201.8483755,258.25631769,23.202312489,36,4928,210,21.590909091,39.038868447,5663.8092694,222.64705938,12.85002663
1564,1,0,1,0,68,12277,467,266.5,22.932735426,2441.1704036,112.34529148,20.827431028,20,1484,88,18.847682119,15.630011417,2537.2298663,89.891536558,20.516230308
1565,1,0,1,0,93,11923,609,142.75,13.649859944,1891.9467787,86.871148459,21.07774294,9,1040,46,19.014778325,14.297523995,2360.8546372,102.03020693,17.161152877
1566,1,0,1,0,22,5035,190,350,4.9957446809,405.0893617,18.659574468,20.182579828,3,136,10,13.6,4.494534071,671.24423034,25.446673414,31.202211472
1567,1,0,1,0,37,9600,192,328,5.7567567568,1043.1225225,23.034234234,45.211486829,4,621,14,41.875,5.2651984172,1216.4345201,26.444832214,32.329474115
1568,1,0,1,0,73,33268,970,207,15.169811321,4380.4198113,176.66037736,23.513202426,9,1731.5,92,20.098863636,15.264785668,6208.6077518,215.3089211,20.615619955
1569,1,0,1,0,32,6184,262,252,6.2929936306,804.66242038,30.515923567,28.200467402,4,358,14,23.38961039,5.9638452861,1148.9811069,42.434354293,31.218504794
1570,1,0,1,0,38,6349,245,600,7.1274038462,1012.1706731,29.978365385,37.955115555,5,602.5,19,30.475490196,6.7174018924,1160.1405325,33.777257812,43.637345475
1571,1,0,1,0,363,145671,1826,237.68989547,58.753424658,16765.356164,333.49315068,42.580488798,36,5191,227,31.190274841,64.522773934,25321.696808,368.32696538,44.248726647
1572,1,1,1,0.25,40,7163,275,294.63636364,7.4736842105,958.34210526,38.875,27.439843161,5,530.5,22,21.45801301,6.4980357383,1193.1781818,49.307430293,28.140885704
1573,1,0,1,0,72,11490,489,600,10.61682243,1546.3504673,56.03271028,38.542495744,6,675,27,28.454173486,11.964458211,2139.2257898,75.625056428,59.819379108
1574,1,0,1,0,89,23572,832,167,14.348275862,1894.9862069,95.003448276,17.103951162,8,611.5,37.5,13.111807095,16.921130311,3842.7808378,148.96999299,17.711287943
1575,1,0,2,0,44,8573,560,64.8,12.903381643,1540.5845411,85.009661836,16.706905704,11,1042,61,15.590163934,9.3070772823,1625.3684754,82.976484582,9.7142513636
1576,1,3,1,1,50,22411,238,258.46153846,8.4760147601,3325.4833948,46.623616236,65.967750362,6,2240,36,53.533333333,7.1226280252,3528.6693451,40.190362252,52.809784302
1577,1,0,1,0,36,8184,866,409,5.978308026,681.59869848,21.770065076,43.984922897,5,436,12,33.615384615,5.1372008704,873.38267767,47.044928269,44.604787156
1578,1,0,1,0,56,17768,504,170.71428571,13.2,2264.4666667,87.260606061,24.896917903,11,1195,68,20.6,10.648027414,2899.8695461,88.887356571,22.25973341
1579,1,0,1,0,59,10078,331,491,7.1402877698,926.66546763,26.345323741,36.6462365,5,273.5,12,21.577777778,8.2395385541,1597.6992301,38.291907927,61.231845113
1580,1,0,1,0,57,5978,318,259,14.898916968,1165.0649819,49.599277978,29.114095031,13,815,38,21.75,12.034246072,1139.8312341,47.735325534,28.485293913
1581,1,0,1,0,39,10287,576,315.15384615,9.2239382239,1546.969112,45.409266409,36.759322209,7,902,28,31.103448276,7.3561163664,1711.9909324,58.222062794,33.528391591
1582,1,0,1,0,75,16374,765,157.125,13.55987055,2114.3430421,111.25889968,20.950915117,9,1052,55,17.840182648,13.522965362,2722.5284536,140.59328474,17.456960345
1583,1,0,1,0,67,21518,1055,488,9.2911877395,1922.4291188,66.762452107,34.242839814,7,923,35,26.377906977,8.9652898473,2785.9653057,101.73935915,40.237777457
1584,1,0,1,0,25,8732,218,201,7.3495934959,994.43902439,25.609756098,45.984595472,6,757,14,36.5,4.9439211554,1151.939079,29.893700786,36.581657642
1585,1,0,1,0,37,4597,244,49.25,8.786259542,1150.7633588,72.541984733,16.374868695,8,818,57,14.76744186,6.1606788257,1015.8286033,57.90114381,9.3278195413
1586,1,0,1,0,94,13564,463,600,18.579365079,2267.6071429,75.464285714,36.557355993,12.5,1377.5,43.5,29.76984127,17.637271823,2431.8306354,86.4011463,50.712687497
1587,1,0,1,0,24,12176,708,305.14285714,5.7824561404,1059.3403509,27.571929825,44.356534503,4,509,12,30.978021978,4.9563276816,1543.8271997,51.97479669,51.494947142
1588,1,0,1,0,34,6968,188,193.55555556,6.1724137931,790.26600985,32.02955665,26.31954722,4,416,16,17,5.8626884978,1070.5925111,37.285613095,31.237025115
1589,1,0,1,0,142,16374,515,598,11,1735.1978022,52.879120879,37.840553466,5,811,19,25.111111111,15.160174219,2469.5277139,76.780842888,55.932491641
